Date,Name,Year,Letterboxd URI,Rating,Rewatch,Tags,Watched Date
2020-06-17,I Spit on Your Grave,2010,https://boxd.it/1cJNg9,4,,,2020-06-17
2020-06-17,6 Years,2015,https://boxd.it/1cKwOF,,,,2020-06-17
2020-06-17,6 Years,2015,https://boxd.it/1cKwOP,,,,2020-06-17
2020-06-17,6 Years,2015,https://boxd.it/1cKyJn,,,,2020-06-17
2020-06-17,6 Years,2015,https://boxd.it/1cKCsv,,,,2020-06-17
2020-06-17,The Lobster,2015,https://boxd.it/1cKHAT,4,,,2020-06-17
2020-06-19,Magic Mike,2012,https://boxd.it/1cTUkR,3,Yes,,2020-06-18
2020-06-19,A.I. Artificial Intelligence,2001,https://boxd.it/1cUX3B,4,,,2020-06-19
2020-07-01,Irreversible,2002,https://boxd.it/1e5YKx,3,,,2020-06-30
2020-07-05,From Dusk Till Dawn,1996,https://boxd.it/1etNE7,4,,,2020-07-04
2020-07-19,The Sorcerer's Apprentice,2010,https://boxd.it/1fXIuZ,5,,,2020-07-18
2020-08-10,RockNRolla,2008,https://boxd.it/1ihKbX,5,,,2020-08-10
2020-08-11,It's Kind of a Funny Story,2010,https://boxd.it/1ipa6t,3,,,2020-08-11
2020-08-14,This Is the End,2013,https://boxd.it/1iEsvV,5,,,2020-08-13
2020-08-15,Gone Girl,2014,https://boxd.it/1iKRpP,3.5,,,2020-08-14
2020-08-17,Mamma Mia!,2008,https://boxd.it/1j3g6z,4,,,2020-08-17
2020-08-18,Stardust,2007,https://boxd.it/1j9Q4h,5,,,2020-08-18
2020-08-23,Work It,2020,https://boxd.it/1jD6r5,1,,,2020-08-23
2020-09-06,Hope,2013,https://boxd.it/1l7N2B,4,,,2020-09-06
2020-09-07,The Tale,2018,https://boxd.it/1lc4gX,3.5,,,2020-09-06
2020-09-09,King Cobra,2016,https://boxd.it/1lto5J,3,,,2020-09-09
2020-09-13,Irreversible,2002,https://boxd.it/1lSiYD,3.5,,,2020-09-13
2020-11-03,After We Collided,2020,https://boxd.it/1rpDJZ,0.5,,,2020-11-03
2020-11-19,It Chapter Two,2019,https://boxd.it/1sUuO3,3.5,,,2020-11-18
2020-11-19,Mamma Mia! Here We Go Again,2018,https://boxd.it/1sUveF,5,,,2020-11-18
2020-11-19,50 First Dates,2004,https://boxd.it/1sXDYH,4,,,2020-11-19
2020-11-19,Hotel Transylvania 2,2015,https://boxd.it/1sXEAh,3.5,,,2020-11-19
2020-11-21,Beautiful Creatures,2013,https://boxd.it/1t61wt,3,Yes,,2020-11-20
2020-11-21,Marriage Story,2019,https://boxd.it/1t61NJ,3.5,Yes,,2020-11-20
2020-11-21,Bergman: A Year in a Life,2018,https://boxd.it/1t6hnn,5,,,2020-11-20
2020-11-21,Interstellar: Nolan's Odyssey,2014,https://boxd.it/1t6mgV,,Yes,,2020-11-20
2020-11-21,Man of Steel,2013,https://boxd.it/1t6n9h,3,Yes,,2020-11-20
2020-11-21,Sunset Boulevard,1950,https://boxd.it/1t6MZn,5,,,2020-11-20
2020-11-25,The Social Network,2010,https://boxd.it/1twI0d,5,,,2020-11-24
2020-11-25,Sierra Burgess Is a Loser,2018,https://boxd.it/1tAdmF,,,,2020-11-25
2020-11-29,Attack of the Killer Tomatoes!,1978,https://boxd.it/1tXNEL,3,,,2020-11-28
2020-11-29,Signs,2002,https://boxd.it/1tXOEn,4.5,,,2020-11-28
2020-12-01,Blue Valentine,2010,https://boxd.it/1ujw7p,2.5,,,2020-12-01
2020-12-01,Just Like Heaven,2005,https://boxd.it/1ujzG3,3.5,,,2020-12-01
2020-12-01,Dawn of the Planet of the Apes,2014,https://boxd.it/1ujzRv,4,,,2020-12-01
2020-12-01,She's All That,1999,https://boxd.it/1ujAvZ,3,,,2020-12-01
2020-12-01,Silver Linings Playbook,2012,https://boxd.it/1ujClx,3.5,,,2020-12-01
2020-12-01,Slumdog Millionaire,2008,https://boxd.it/1ujExl,4,,,2020-12-01
2020-12-02,Sweet November,2001,https://boxd.it/1ulma3,3.5,,,2020-12-01
2020-12-02,What's Your Number?,2011,https://boxd.it/1unPen,3,,,2020-12-01
2020-12-02,Mamma Mia! Here We Go Again,2018,https://boxd.it/1upEKB,5,Yes,,2020-12-02
2020-12-07,The Diary of a Teenage Girl,2015,https://boxd.it/1uVMtn,3,,,2020-12-06
2020-12-07,Closer,2004,https://boxd.it/1uX5OV,4,,,2020-12-06
2020-12-07,Blade Runner,1982,https://boxd.it/1uXSCp,3.5,,,2020-12-06
2020-12-07,My Hindu Friend,2015,https://boxd.it/1uYqyr,4,,,2020-12-06
2020-12-09,Trust,2010,https://boxd.it/1v9U3P,3,,,2020-12-08
2020-12-09,The World's End,2013,https://boxd.it/1vcmRd,5,,,2020-12-09
2020-12-10,Not Alone,2017,https://boxd.it/1vhHKn,2.5,,,2020-12-09
2020-12-11,Come and See,1985,https://boxd.it/1vnE0N,5,Yes,,2020-12-11
2020-12-14,Flipped,2010,https://boxd.it/1vGyKN,4,,,2020-12-13
2020-12-14,Flipped,2010,https://boxd.it/1vGzkh,4,,,2020-12-13
2020-12-14,Flipped,2010,https://boxd.it/1vKrBx,4,,,2020-12-14
2020-12-14,Flipped,2010,https://boxd.it/1vKsMV,4,,,2020-12-14
2020-12-14,Flipped,2010,https://boxd.it/1vKtB5,,,,2020-12-14
2020-12-14,Flipped,2010,https://boxd.it/1vKutL,4,Yes,,2020-12-14
2020-12-14,Flipped,2010,https://boxd.it/1vKuVP,4,,,2020-12-14
2020-12-21,Pretty in Pink,1986,https://boxd.it/1wx5Vt,4,,,2020-12-21
2020-12-23,"ariana grande: excuse me, i love you",2020,https://boxd.it/1wO5EL,5,,,2020-12-23
2020-12-24,Top Gun,1986,https://boxd.it/1wQKFf,3.5,,,2020-12-23
2020-12-27,Emma.,2020,https://boxd.it/1xi4rV,1.5,,,2020-12-26
2020-12-30,Minari,2020,https://boxd.it/1xXsbT,5,,,2020-12-30
2020-12-30,Wonder Woman 1984,2020,https://boxd.it/1xY6gz,,,,2020-12-30
2020-12-30,Love,2015,https://boxd.it/1xY6WF,3,,,2020-12-30
2020-12-31,Death Note,2017,https://boxd.it/1y89Fx,3,,,2020-12-31
2021-01-01,Neon Genesis Evangelion: The End of Evangelion,1997,https://boxd.it/1ycHwx,3.5,,,2020-12-31
2021-01-01,Akira,1988,https://boxd.it/1ycLGV,5,,,2020-12-31
2021-01-01,Angel's Egg,1985,https://boxd.it/1yjBTf,3.5,,,2021-01-01
2021-01-03,Kingsman: The Secret Service,2014,https://boxd.it/1yI3k1,5,,,2021-01-02
2021-01-03,Happy Together,1997,https://boxd.it/1yI44t,4.5,,,2021-01-02
2021-01-03,Attack of the Killer Tomatoes!,1978,https://boxd.it/1yIpkx,3,,,2021-01-03
2021-01-03,The Apartment,1960,https://boxd.it/1yIuih,5,,,2021-01-03
2021-01-05,Juno,2007,https://boxd.it/1z7VRN,3,Yes,,2021-01-05
2021-01-05,Juno,2007,https://boxd.it/1z7VU3,3,,,2021-01-05
2021-01-05,Juno,2007,https://boxd.it/1z7VXL,3,Yes,,2021-01-05
2021-01-05,Juno,2007,https://boxd.it/1z7W4d,3,,,2021-01-05
2021-01-05,Juno,2007,https://boxd.it/1z7X7R,3,,,2021-01-05
2021-01-05,Juno,2007,https://boxd.it/1z7XHZ,3.5,,,2021-01-05
2021-01-05,"The Vampires or, The Arch Criminals of Paris",1915,https://boxd.it/1z900B,4,,,2021-01-05
2021-01-09,Mamma Mia! Here We Go Again,2018,https://boxd.it/1zBPdd,5,Yes,,2021-01-08
2021-01-09,Sergio,2020,https://boxd.it/1zC0Sr,2.5,,,2021-01-08
2021-01-11,Stalker,1979,https://boxd.it/1zZC8x,4.5,,,2021-01-10
2021-02-03,In the Mood for Love,2000,https://boxd.it/1Dnxh5,5,,,2021-02-02
2021-02-03,In the Mood for Love,2000,https://boxd.it/1DnyYp,5,Yes,,2021-02-02
2021-02-03,Sick Sick Sick,2019,https://boxd.it/1DnMQT,1,,,2021-02-02
2021-02-06,Malcolm & Marie,2021,https://boxd.it/1DJFi5,3,,,2021-02-05
2021-02-12,Blue Valentine,2010,https://boxd.it/1EDTWZ,3,Yes,,2021-02-11
2021-02-13,Someone Great,2019,https://boxd.it/1EOlxX,3,,,2021-02-13
2021-02-15,Suspiria,2018,https://boxd.it/1F3Ujr,2.5,,,2021-02-14
2021-02-16,"Extremely Wicked, Shockingly Evil and Vile",2019,https://boxd.it/1Fk7gx,,,,2021-02-16
2021-02-16,Priest,2011,https://boxd.it/1Fk7Ih,1,,,2021-02-16
2021-02-17,Judas and the Black Messiah,2021,https://boxd.it/1Foc7D,4,,,2021-02-16
2021-02-17,The Father,2020,https://boxd.it/1FohD5,5,,,2021-02-16
2021-02-18,Before Sunrise,1995,https://boxd.it/1FB5EL,4,,,2021-02-18
2021-02-19,Sweet November,2001,https://boxd.it/1FJiuF,3.5,,,2021-02-19
2021-02-22,Fullmetal Alchemist,2003,https://boxd.it/1Gcpjn,5,,,2021-02-22
2021-02-22,Cowboy Bebop: The Movie,2001,https://boxd.it/1GcpWT,5,,,2021-02-22
2021-02-22,Fullmetal Alchemist,2003,https://boxd.it/1Gcs41,5,,,2021-02-22
2021-02-24,Mamma Mia! Here We Go Again,2018,https://boxd.it/1GqhOP,5,Yes,,2021-02-23
2021-02-25,Neon Genesis Evangelion: The End of Evangelion,1997,https://boxd.it/1GAatb,5,Yes,,2021-02-25
2021-02-26,Come and See,1985,https://boxd.it/1GEfDt,5,Yes,,2021-02-25
2021-02-26,Cyborg 009 vs. Devilman,2015,https://boxd.it/1GEi4L,3.5,,,2021-02-25
2021-02-26,Ergo Proxy,2006,https://boxd.it/1GEiFR,5,,,2021-02-25
2021-02-27,Not Another Teen Movie,2001,https://boxd.it/1GKKQF,3,,,2021-02-26
2021-02-28,Sound of Metal,2019,https://boxd.it/1GWRZX,4.5,,,2021-02-27
2021-02-28,Mamma Mia!,2008,https://boxd.it/1GZc2h,5,Yes,,2021-02-28
2021-03-01,X-Men,2000,https://boxd.it/1H59uf,3.5,,,2021-02-28
2021-03-01,X-Men: Days of Future Past,2014,https://boxd.it/1H5cZb,5,Yes,,2021-02-28
2021-03-01,Amour,2012,https://boxd.it/1H61el,4,,,2021-02-28
2021-03-01,Billie Eilish: The World's a Little Blurry,2021,https://boxd.it/1H7xqb,3.5,,,2021-02-28
2021-03-02,Léon: The Professional,1994,https://boxd.it/1Hcdkn,3.5,,,2021-03-01
2021-03-02,Shame,2011,https://boxd.it/1Hcr8Z,4,,,2021-03-01
2021-03-02,Diary of a Wimpy Kid,2010,https://boxd.it/1HfP1p,,,,2021-03-02
2021-03-02,(500) Days of Summer,2009,https://boxd.it/1HfPBH,,Yes,,2021-03-02
2021-03-03,House at the End of the Street,2012,https://boxd.it/1HjGCJ,,,,2021-03-02
2021-03-03,"Love, Simon",2018,https://boxd.it/1Hk06j,1,,,2021-03-02
2021-03-03,Beautiful Creatures,2013,https://boxd.it/1Hk9nN,4,Yes,,2021-03-02
2021-03-03,Vanilla Sky,2001,https://boxd.it/1HmSqB,4.5,,,2021-03-02
2021-03-03,Transformers,2007,https://boxd.it/1HnKMB,2,Yes,,2021-03-03
2021-03-03,Transformers: Revenge of the Fallen,2009,https://boxd.it/1HnLdx,,,,2021-03-03
2021-03-03,Ella Enchanted,2004,https://boxd.it/1HnNHf,,Yes,,2021-03-03
2021-03-03,Never Been Kissed,1999,https://boxd.it/1HnP1Z,,,,2021-03-03
2021-03-06,M8 - When Death Rescues Life,2019,https://boxd.it/1HFJDz,1,Yes,,2021-03-05
2021-03-06,The Lighthouse,2019,https://boxd.it/1HJVGX,5,Yes,,2021-03-06
2021-03-06,The Sorcerer's Apprentice,2010,https://boxd.it/1HJYk1,5,,,2021-03-06
2021-03-06,Sound of Metal,2019,https://boxd.it/1HKQ5f,5,Yes,,2021-03-06
2021-03-07,A Trip to the Moon,1902,https://boxd.it/1HP3iT,5,Yes,,2021-03-06
2021-03-07,Into the Wild,2007,https://boxd.it/1HQvE1,5,,,2021-03-06
2021-03-07,50/50,2011,https://boxd.it/1HQwi1,3,,,2021-03-06
2021-03-08,All the Bright Places,2020,https://boxd.it/1HYPbp,,,,2021-03-07
2021-03-08,The Notebook,2004,https://boxd.it/1I49Uz,4,,,2021-03-07
2021-03-08,(500) Days of Summer,2009,https://boxd.it/1I4anV,,Yes,,2021-03-07
2021-03-08,Eat Pray Love,2010,https://boxd.it/1I5AFt,4,,,2021-03-08
2021-03-09,Larry Crowne,2011,https://boxd.it/1I9ofr,2,,,2021-03-08
2021-03-09,Mamma Mia!,2008,https://boxd.it/1IdyY5,5,Yes,,2021-03-09
2021-03-09,Into the Wild,2007,https://boxd.it/1IdAfh,3.5,Yes,,2021-03-09
2021-03-11,Beautiful Boy,2018,https://boxd.it/1IqQb7,4.5,,,2021-03-11
2021-03-11,"As Above, So Below",2014,https://boxd.it/1Ir4uH,4.5,Yes,,2021-03-11
2021-03-11,Scarface,1983,https://boxd.it/1Ir9yz,5,Yes,,2021-03-11
2021-03-11,Boyhood,2014,https://boxd.it/1IrhT1,5,Yes,,2021-03-11
2021-03-12,Revival of Evangelion,1998,https://boxd.it/1Iu28v,4,,,2021-03-11
2021-03-12,Gone Girl,2014,https://boxd.it/1IxM4F,4,Yes,,2021-03-12
2021-03-13,Evangelion: Death (True)²,1998,https://boxd.it/1IBSIp,1,,,2021-03-12
2021-03-13,Evangelion: Death (True)²,1998,https://boxd.it/1IBT75,1,,,2021-03-12
2021-03-14,True Romance,1993,https://boxd.it/1ILFcl,5,Yes,,2021-03-13
2021-03-15,Trainspotting,1996,https://boxd.it/1IUJPf,5,,,2021-03-14
2021-03-16,Beginners,2010,https://boxd.it/1J8IZh,5,,,2021-03-16
2021-03-17,Andrei Tarkovsky: A Poet in the Cinema,1984,https://boxd.it/1JbyA3,5,,,2021-03-16
2021-03-18,Mamma Mia!,2008,https://boxd.it/1JlkuP,5,Yes,,2021-03-17
2021-03-22,The Gentlemen,2019,https://boxd.it/1JTt7N,2,,,2021-03-21
2021-03-22,Prisoners,2013,https://boxd.it/1JTJUL,5,,,2021-03-21
2021-03-22,Heartbeat,1938,https://boxd.it/1JV3Nn,3,,,2021-03-21
2021-03-22,Homework,1989,https://boxd.it/1JV66B,4,,,2021-03-21
2021-03-23,Beginners,2010,https://boxd.it/1K4Hcf,5,Yes,,2021-03-23
2021-03-23,RockNRolla,2008,https://boxd.it/1K4VaH,5,Yes,,2021-03-23
2021-03-23,Blur - Live at Hyde Park,2010,https://boxd.it/1K5BMD,5,,,2021-03-23
2021-03-23,Blur: No Distance Left to Run,2010,https://boxd.it/1K5C9R,5,,,2021-03-23
2021-03-25,American Psycho,2000,https://boxd.it/1Kh1ZF,4,Yes,,2021-03-24
2021-03-25,The Handmaiden,2016,https://boxd.it/1KhcYj,4.5,,,2021-03-24
2021-03-25,Peninsula,2020,https://boxd.it/1KhtfF,,,,2021-03-24
2021-03-25,Good Morning,2007,https://boxd.it/1KhtLB,4,,,2021-03-24
2021-03-25,mid90s,2018,https://boxd.it/1KiNez,4,Yes,,2021-03-24
2021-03-26,Cats,2019,https://boxd.it/1KsRb5,,,,2021-03-26
2021-03-27,E.T. the Extra-Terrestrial,1982,https://boxd.it/1KAuXL,2,,dawson's creek,2021-03-27
2021-03-27,Psycho,1960,https://boxd.it/1KAv69,3.5,,dawson's creek,2021-03-27
2021-03-27,Little Women,1994,https://boxd.it/1KAwlT,4,Yes,,2021-03-27
2021-03-27,Ferris Bueller's Day Off,1986,https://boxd.it/1KAA0Z,3.5,Yes,,2021-03-27
2021-03-27,Requiem for a Dream,2000,https://boxd.it/1KABet,5,,,2021-03-27
2021-03-27,The Sorcerer's Apprentice,2010,https://boxd.it/1KACkn,5,Yes,,2021-03-27
2021-03-28,From Dusk Till Dawn,1996,https://boxd.it/1KG02x,3,Yes,,2021-03-27
2021-03-28,From Dusk Till Dawn,1996,https://boxd.it/1KG14p,3,Yes,feliz aniversário,2021-03-27
2021-03-28,From Dusk Till Dawn,1996,https://boxd.it/1KG1q1,3,,feliz aniversário,2021-03-27
2021-03-29,The Butterfly Effect,2004,https://boxd.it/1KONCl,4.5,,,2021-03-28
2021-03-29,Dr. No,1962,https://boxd.it/1KP84z,3,Yes,,2021-03-28
2021-03-29,The Sorcerer's Apprentice,2010,https://boxd.it/1KPAjn,5,Yes,,2021-03-28
2021-03-29,Mamma Mia!,2008,https://boxd.it/1KPBGH,5,Yes,,2021-03-28
2021-03-29,Mamma Mia!,2008,https://boxd.it/1KQSnz,5,Yes,,2021-03-28
2021-03-29,The Lighthouse,2019,https://boxd.it/1KRs9D,5,Yes,,2021-03-28
2021-03-29,American Pie Presents: Girls' Rules,2020,https://boxd.it/1KTBDV,,,,2021-03-29
2021-03-31,Mamma Mia!,2008,https://boxd.it/1Lab7N,5,Yes,,2021-03-31
2021-03-31,Mamma Mia!,2008,https://boxd.it/1Labgv,5,Yes,,2021-03-31
2021-03-31,Mamma Mia!,2008,https://boxd.it/1Labkn,5,Yes,,2021-03-31
2021-03-31,Mamma Mia!,2008,https://boxd.it/1Labzn,5,Yes,,2021-03-31
2021-04-02,Mamma Mia!,2008,https://boxd.it/1Lob5v,5,Yes,,2021-04-01
2021-04-10,Mamma Mia! Here We Go Again,2018,https://boxd.it/1MB07P,4.5,Yes,,2021-04-10
2021-04-10,Moulin Rouge!,2001,https://boxd.it/1MC2nn,5,,,2021-04-10
2021-04-11,Mamma Mia! Here We Go Again,2018,https://boxd.it/1MNWzh,5,Yes,,2021-04-11
2021-04-11,Mamma Mia!,2008,https://boxd.it/1MNWAT,5,Yes,,2021-04-11
2021-04-13,The To Do List,2013,https://boxd.it/1N7MDN,2,,,2021-04-13
2021-04-13,The To Do List,2013,https://boxd.it/1N7MZT,2,,,2021-04-13
2021-04-13,The To Do List,2013,https://boxd.it/1N7NpR,2,,,2021-04-13
2021-04-13,The To Do List,2013,https://boxd.it/1N7NWr,2,,,2021-04-13
2021-04-13,The To Do List,2013,https://boxd.it/1N7OhT,2,,,2021-04-13
2021-04-17,Neon Genesis Evangelion: The End of Evangelion,1997,https://boxd.it/1NBGYP,5,Yes,,2021-04-16
2021-04-18,Mamma Mia!,2008,https://boxd.it/1NNNPz,5,Yes,,2021-04-18
2021-04-19,Beetlejuice,1988,https://boxd.it/1NSgwJ,5,Yes,,2021-04-18
2021-04-19,Kingsman: The Secret Service,2014,https://boxd.it/1NSPut,5,Yes,,2021-04-18
2021-04-19,Whatever It Takes,2000,https://boxd.it/1NZ2NF,0.5,,,2021-04-19
2021-04-21,Mamma Mia!,2008,https://boxd.it/1ObJRJ,5,Yes,,2021-04-20
2021-04-21,The World's End,2013,https://boxd.it/1ObM33,5,Yes,,2021-04-20
2021-04-21,Cinderella,2015,https://boxd.it/1ObOeR,3.5,,,2021-04-20
2021-04-21,Assassination Nation,2018,https://boxd.it/1OeYbf,2,Yes,,2021-04-21
2021-04-22,The To Do List,2013,https://boxd.it/1OixRL,2,Yes,,2021-04-21
2021-04-24,"Angus, Thongs and Perfect Snogging",2008,https://boxd.it/1OA5HT,2.5,,,2021-04-23
2021-04-24,Descendants 3,2019,https://boxd.it/1OA9pz,5,,,2021-04-23
2021-04-25,Shadow and Bone,,,,,,2021-04-25
2021-04-26,Demon Slayer – Kimetsu no Yaiba – The Movie: Mugen Train,2020,https://boxd.it/1P0teX,5,,,2021-04-26
2021-04-27,Sound of Metal,2019,https://boxd.it/1P5fGX,5,Yes,,2021-04-26
2021-04-27,The Little Rascals,1994,https://boxd.it/1P5Ecj,4,Yes,,2021-04-26
2021-04-30,High School Musical 3: Senior Year,2008,https://boxd.it/1Pwa5V,5,,,2021-04-30
2021-04-30,Marriage Story,2019,https://boxd.it/1PwcpX,4,Yes,,2021-04-30
2021-04-30,I Want to Eat Your Pancreas,2018,https://boxd.it/1PwcBT,4,Yes,,2021-04-30
2021-05-01,Love & Other Drugs,2010,https://boxd.it/1PzwE5,2.5,,,2021-04-30
2021-05-03,Mamma Mia! Here We Go Again,2018,https://boxd.it/1PZi6Z,3.5,Yes,,2021-05-03
2021-05-11,Beetlejuice,1988,https://boxd.it/1QXLAp,5,Yes,,2021-05-10
2021-05-12,Mamma Mia!,2008,https://boxd.it/1RaCMx,5,Yes,,2021-05-12
2021-05-17,Closer,2004,https://boxd.it/1RQRgv,4,Yes,,2021-05-17
2021-05-17,High School Musical 3: Senior Year,2008,https://boxd.it/1RRjsf,5,Yes,,2021-05-17
2021-05-17,High School Musical 3: Senior Year,2008,https://boxd.it/1RRjzF,5,Yes,,2021-05-17
2021-05-19,Beautiful Creatures,2013,https://boxd.it/1S6XAj,4,Yes,,2021-05-19
2021-05-21,Mamma Mia!,2008,https://boxd.it/1SjFSl,5,Yes,,2021-05-21
2021-05-21,Mamma Mia!,2008,https://boxd.it/1SjGhl,5,Yes,,2021-05-21
2021-05-21,Mamma Mia! Here We Go Again,2018,https://boxd.it/1SjGjB,5,Yes,,2021-05-21
2021-05-21,Mamma Mia!,2008,https://boxd.it/1SjGsD,5,Yes,,2021-05-21
2021-05-21,St. Elmo's Fire,1985,https://boxd.it/1Skyh5,2,Yes,,2021-05-21
2021-05-25,Heathers,1989,https://boxd.it/1SQBo3,5,Yes,,2021-05-24
2021-05-31,Closer,2004,https://boxd.it/1TH2cR,5,Yes,,2021-05-31
2021-06-07,Me Sinto Bem Com Você,2021,https://boxd.it/1UDPvz,1,Yes,,2021-06-06
2021-06-11,The Perks of Being a Wallflower,2012,https://boxd.it/1V8ar9,3,,,2021-06-10
2021-06-12,Cake,2014,https://boxd.it/1Vfqe5,,,,2021-06-11
2021-06-12,Mamma Mia!,2008,https://boxd.it/1VftSx,5,Yes,,2021-06-11
2021-06-12,Melancholia,2011,https://boxd.it/1Vfv1Z,4,Yes,,2021-06-11
2021-06-13,Seven Pounds,2008,https://boxd.it/1VpviV,,,,2021-06-13
2021-06-19,Into the Wild,2007,https://boxd.it/1W7vub,5,Yes,,2021-06-19
2021-06-22,Into the Wild,2007,https://boxd.it/1Wykh5,5,Yes,,2021-06-22
2021-06-22,Mamma Mia!,2008,https://boxd.it/1WyknH,5,Yes,,2021-06-22
2021-06-24,Solaris,1972,https://boxd.it/1WMGeZ,5,,,2021-06-24
2021-06-25,Before Sunrise,1995,https://boxd.it/1WQIb7,5,Yes,,2021-06-24
2021-06-26,Blade Runner,1982,https://boxd.it/1WYOC5,5,Yes,,2021-06-25
2021-06-27,Before Midnight,2013,https://boxd.it/1X55SL,5,Yes,,2021-06-26
2021-06-27,The Little Rascals,1994,https://boxd.it/1Xadht,4,Yes,,2021-06-27
2021-06-27,Whatever It Takes,2000,https://boxd.it/1XaeAr,,Yes,,2021-06-27
2021-06-28,Closer,2004,https://boxd.it/1Xd7tT,5,Yes,,2021-06-27
2021-06-29,Eraserhead,1977,https://boxd.it/1XpVoD,5,,,2021-06-28
2021-06-29,Eraserhead,1977,https://boxd.it/1XpVx1,5,Yes,,2021-06-28
2021-06-29,Just Like Heaven,2005,https://boxd.it/1XqmyF,2.5,,,2021-06-28
2021-06-29,Eraserhead,1977,https://boxd.it/1XqpW1,5,,,2021-06-28
2021-06-30,10 Things I Hate About You,1999,https://boxd.it/1Xv3e7,5,,,2021-06-29
2021-07-02,Lady Bird,2017,https://boxd.it/1XJIa9,3.5,,,2021-07-01
2021-07-07,Demon Slayer – Kimetsu no Yaiba – The Movie: Mugen Train,2020,https://boxd.it/1YyJXD,5,,,2021-07-06
2021-07-08,Evangelion: 3.0+1.0 Thrice Upon a Time,2021,https://boxd.it/1YDbTR,4.5,,,2021-07-07
2021-07-12,Bergman: A Year in a Life,2018,https://boxd.it/1ZkZIP,5,Yes,,2021-07-12
2021-07-14,2 Days in Paris,2007,https://boxd.it/1ZA6Mp,2,,,2021-07-13
2021-07-15,Love Exposure,2008,https://boxd.it/1ZGqLX,5,Yes,,2021-07-14
2021-07-16,If Anything Happens I Love You,2020,https://boxd.it/1ZOnr7,3.5,,,2021-07-15
2021-07-16,Da 5 Bloods,2020,https://boxd.it/1ZOqyP,4,Yes,,2021-07-15
2021-07-17,Mamma Mia!,2008,https://boxd.it/20494v,5,Yes,,2021-07-17
2021-07-21,Eternal Sunshine of the Spotless Mind,2004,https://boxd.it/20GLRh,1.5,,,2021-07-21
2021-07-21,Eternal Sunshine of the Spotless Mind,2004,https://boxd.it/20GMDZ,,,,2021-07-21
2021-07-25,If Only,2004,https://boxd.it/21gV1n,,,,2021-07-25
2021-07-26,Scott Pilgrim vs. the World,2010,https://boxd.it/21r9T9,3,Yes,,2021-07-26
2021-07-26,21 Jump Street,2012,https://boxd.it/21rcdb,,,,2021-07-26
2021-07-27,Blue Valentine,2010,https://boxd.it/21zO43,4.5,Yes,,2021-07-27
2021-07-27,Like Crazy,2011,https://boxd.it/21A3EP,,,,2021-07-27
2021-07-27,Like Crazy,2011,https://boxd.it/21A3Q7,,Yes,,2021-07-27
2021-07-31,Mirror,1975,https://boxd.it/226s1x,5,Yes,,2021-07-31
2021-08-01,Billie Eilish: The World's a Little Blurry,2021,https://boxd.it/22bpEB,3,Yes,,2021-07-31
2021-08-01,Eyes Wide Shut,1999,https://boxd.it/22gxld,4,Yes,,2021-07-31
2021-08-02,The Notebook,2004,https://boxd.it/22psKv,4,,,2021-08-01
2021-08-06,Speed Racer,2008,https://boxd.it/231447,4.5,,,2021-08-06
2021-08-10,Vanilla Sky,2001,https://boxd.it/23z5rp,4,,,2021-08-09
2021-08-12,The Kite Runner,2007,https://boxd.it/23QcFH,,,,2021-08-11
2021-08-12,High School Musical 2,2007,https://boxd.it/23UN7b,5,Yes,,2021-08-12
2021-08-12,Pride & Prejudice,2005,https://boxd.it/23UNwb,4,Yes,,2021-08-12
