Date,Name,Year,Letterboxd URI
2023-07-27,Bill & Ted's Bogus Journey,1991,https://boxd.it/28oy
2023-08-02,Die Tomorrow,2017,https://boxd.it/hAJu
2023-08-03,Watching the Detectives,2007,https://boxd.it/1B3i
2023-08-03,Insidious: The Red Door,2023,https://boxd.it/mIIu
2023-08-08,Signs,2002,https://boxd.it/26t2
2023-08-10,Kubo and the Two Strings,2016,https://boxd.it/a4wE
2023-08-16,Speed Racer,2008,https://boxd.it/20UQ
2023-09-15,Past Lives,2023,https://boxd.it/oNB8
2023-09-28,The Wonderful Story of Henry Sugar,2023,https://boxd.it/yNyo
2023-09-29,The Swan,2023,https://boxd.it/Is80
2023-10-03,The Darjeeling Limited,2007,https://boxd.it/24as
2023-10-04,Entrei em Pânico ao Saber o Que Vocês Fizeram na Sexta-feira 13 do Verão Passado,2001,https://boxd.it/gVKG
2023-10-15,Moomin,1969,https://boxd.it/u0GU
2023-10-20,Killers of the Flower Moon,2023,https://boxd.it/gHp0
2023-10-20,Os Naturalistas: Saint-Hilaire e a Serra da Canastra,,https://boxd.it/JgME
2023-10-24,The Panic in Needle Park,1971,https://boxd.it/1rwu
2023-10-30,PLUTO,2023,https://boxd.it/Jo62
2023-10-30,Ready or Not,2019,https://boxd.it/kOf0
2023-11-01,Hour of the Star,1985,https://boxd.it/XUQ
2023-11-02,Before Midnight,2013,https://boxd.it/4ive
2023-11-04,The Fabelmans,2022,https://boxd.it/ugoM
2023-11-04,Taylor Swift: The Eras Tour,2023,https://boxd.it/HTIi
2023-11-04,Brooklyn,2015,https://boxd.it/5bdk
2023-11-05,Marriage Story,2019,https://boxd.it/hJAw
2023-11-13,Real Women Have Curves,2002,https://boxd.it/1lBI
2023-11-19,The Curse,2023,https://boxd.it/IWYq
2023-11-20,Evolution of a Filipino Family,2004,https://boxd.it/56ei
2023-11-21,Neighborhood Story,1995,https://boxd.it/q7vw
