Date,Name,Year,Letterboxd URI,Rating
2020-06-14,Pirates of the Caribbean: Dead Man's Chest,2006,https://boxd.it/2bfk,2
2020-06-14,Ice Age: The Meltdown,2006,https://boxd.it/2wRk,2
2020-06-14,Madagascar,2005,https://boxd.it/29dc,3
2020-06-14,Shark Tale,2004,https://boxd.it/1VYe,3
2020-06-15,The Lord of the Rings: The Return of the King,2003,https://boxd.it/2b5u,5
2020-06-15,Shrek 2,2004,https://boxd.it/29z8,3
2020-06-15,Shrek,2001,https://boxd.it/29zi,4
2020-06-15,Psycho,1960,https://boxd.it/2ab2,3.5
2020-06-15,Winter Light,1963,https://boxd.it/1nrU,5
2020-06-15,The Seventh Seal,1957,https://boxd.it/2ahO,5
2020-06-15,Rosemary's Baby,1968,https://boxd.it/29zM,5
2020-06-15,Begin Again,2013,https://boxd.it/5Ybs,2.5
2020-06-15,Dumplin',2018,https://boxd.it/gXcc,3
2020-06-15,Big Fish,2003,https://boxd.it/2a3M,5
2020-06-15,The Island,2005,https://boxd.it/28qE,4
2020-06-17,The Lobster,2015,https://boxd.it/7tnw,4
2020-06-19,Hiroshima Mon Amour,1959,https://boxd.it/22WY,5
2020-06-19,School of Rock,2003,https://boxd.it/28xK,3
2020-06-26,Gummo,1997,https://boxd.it/1H0Y,4
2020-07-06,Scouts Guide to the Zombie Apocalypse,2015,https://boxd.it/8i6Q,2.5
2020-07-09,"Ó Paí, Ó: Look at This",2007,https://boxd.it/17ru,5
2020-07-13,Snakes on a Plane,2006,https://boxd.it/2aAw,4
2020-07-16,The Age of Adaline,2015,https://boxd.it/9ghu,2.5
2020-07-23,Jack and the Cuckoo-Clock Heart,2013,https://boxd.it/68tc,3.5
2020-07-23,Sherlock: The Abominable Bride,2016,https://boxd.it/dbTQ,3
2020-07-23,Corpse Bride,2005,https://boxd.it/24WQ,3
2020-07-23,How the Grinch Stole Christmas,2000,https://boxd.it/1ZHQ,2.5
2020-07-29,Sucker Punch,2011,https://boxd.it/1yYg,3
2020-08-04,Wild Strawberries,1957,https://boxd.it/29ZU,5
2020-08-04,Bee Movie,2007,https://boxd.it/22Vw,3
2020-08-04,Nosferatu the Vampyre,1979,https://boxd.it/21J0,5
2020-08-04,The Witch,2015,https://boxd.it/9X0m,4
2020-08-04,Iron Man 2,2010,https://boxd.it/1WZM,3.5
2020-08-06,300,2006,https://boxd.it/28XI,4
2020-08-10,The Family,2013,https://boxd.it/3LkW,4
2020-08-10,RockNRolla,2008,https://boxd.it/1PmI,5
2020-08-10,Normal People,2020,https://boxd.it/q2VY,5
2020-08-10,The Addams Family,1991,https://boxd.it/267g,4
2020-08-11,The Help,2011,https://boxd.it/EDm,0.5
2020-08-11,Friends with Benefits,2011,https://boxd.it/DoK,1.5
2020-08-11,Irrational Man,2015,https://boxd.it/8JOq,3.5
2020-08-11,Magic in the Moonlight,2014,https://boxd.it/6Lko,3.5
2020-08-14,Drillbit Taylor,2008,https://boxd.it/207u,3
2020-08-15,A Trip to the Moon,1902,https://boxd.it/29EC,5
2020-08-15,Spotlight,2015,https://boxd.it/a84k,3.5
2020-08-15,The Girl with the Dragon Tattoo,2011,https://boxd.it/2Pa,4
2020-08-23,Tall Girl,2019,https://boxd.it/n9yG,0.5
2020-08-23,Work It,2020,https://boxd.it/mEbw,1
2020-08-28,Autumn Sonata,1978,https://boxd.it/1Rio,5
2020-08-28,Cries and Whispers,1972,https://boxd.it/1WK8,5
2020-09-04,The Collector,1965,https://boxd.it/W8Q,3
2020-09-05,Doctor Strange,2016,https://boxd.it/8MH8,3
2020-09-05,Captain America: Civil War,2016,https://boxd.it/89Ja,2
2020-09-05,Inception,2010,https://boxd.it/1skk,3.5
2020-09-05,The Incredibles,2004,https://boxd.it/1XLm,3.5
2020-09-06,"I Travel Because I Have to, I Come Back Because I Love You",2009,https://boxd.it/369y,5
2020-09-07,I'm Thinking of Ending Things,2020,https://boxd.it/i4IQ,4
2020-09-07,The Tale,2018,https://boxd.it/cOkI,3.5
2020-09-07,Wonder,2017,https://boxd.it/ekeY,3
2020-09-07,The Ring Two,2005,https://boxd.it/1Wy2,3
2020-09-07,Star Wars: The Force Awakens,2015,https://boxd.it/4vru,2.5
2020-09-07,Star Wars: The Rise of Skywalker,2019,https://boxd.it/5xlK,2.5
2020-09-07,The Intern,2015,https://boxd.it/7AOE,3
2020-09-07,Bride Wars,2009,https://boxd.it/1W3I,2
2020-09-07,Across the Universe,2007,https://boxd.it/23X4,4
2020-09-07,Jane Eyre,2011,https://boxd.it/15rs,3
2020-09-07,Restless,2011,https://boxd.it/JVK,4
2020-09-07,Testament of Youth,2014,https://boxd.it/8OfK,3
2020-09-07,The Man from U.N.C.L.E.,2015,https://boxd.it/67lG,3
2020-09-07,How to Train Your Dragon 2,2014,https://boxd.it/2TRW,3.5
2020-09-07,Stardust,2007,https://boxd.it/272w,5
2020-09-07,Dorian Gray,2009,https://boxd.it/1zaw,3
2020-09-09,Glee: The Concert Movie,2011,https://boxd.it/2fd8,3
2020-09-13,I Lost My Body,2019,https://boxd.it/lAYs,3
2020-09-13,Bandslam,2009,https://boxd.it/1zkc,2
2020-09-27,The Devil All the Time,2020,https://boxd.it/i2tY,2
2020-09-27,"Love, Rosie",2014,https://boxd.it/62hE,5
2020-09-27,It,1990,https://boxd.it/26tG,4
2020-10-04,Maze Runner: The Death Cure,2018,https://boxd.it/bakw,2
2020-10-04,Nanny McPhee,2005,https://boxd.it/1Uek,4
2020-10-04,How to Train Your Dragon,2010,https://boxd.it/1WRy,3
2020-10-04,Law Abiding Citizen,2009,https://boxd.it/1A2I,4
2020-10-04,Prince of Persia: The Sands of Time,2010,https://boxd.it/1YpQ,2.5
2020-10-04,Brothers,2009,https://boxd.it/20WW,3
2020-10-04,The Dark Knight,2008,https://boxd.it/2b0k,3
2020-10-04,Scooby-Doo,2002,https://boxd.it/1YaQ,3
2020-10-04,Gilmore Girls: A Year in the Life,2016,https://boxd.it/f9og,3
2020-10-04,Jenny's Wedding,2015,https://boxd.it/bpgk,2
2020-10-04,The Sisterhood of the Traveling Pants,2005,https://boxd.it/1XPo,2.5
2020-10-04,Mr. Holmes,2015,https://boxd.it/8EBw,3.5
2020-10-04,The Lord of the Rings: The Two Towers,2002,https://boxd.it/2b5E,4
2020-10-04,Beauty and the Beast,2017,https://boxd.it/ar0c,1
2020-10-04,The Wolverine,2013,https://boxd.it/2CWU,1
2020-10-04,The Da Vinci Code,2006,https://boxd.it/2a3i,2.5
2020-10-04,Pitch Perfect 2,2015,https://boxd.it/7tNa,3
2020-10-04,Pitch Perfect 3,2017,https://boxd.it/bUre,2.5
2020-10-04,Barely Lethal,2015,https://boxd.it/7hMu,3
2020-10-04,Another Me,2013,https://boxd.it/7oQS,3
2020-10-04,Mirror Mirror,2012,https://boxd.it/awA,3
2020-10-04,17 Again,2009,https://boxd.it/1Jnq,3
2020-10-04,Charlie St. Cloud,2010,https://boxd.it/177E,2
2020-10-04,We're the Millers,2013,https://boxd.it/4srQ,4
2020-10-04,Paper Towns,2015,https://boxd.it/8T5g,2.5
2020-10-04,A Cinderella Story: Once Upon a Song,2011,https://boxd.it/2zTe,2.5
2020-10-04,Scream 4,2011,https://boxd.it/Zmc,3
2020-10-04,Goosebumps,2015,https://boxd.it/7Bp6,3
2020-10-04,Pirates of the Caribbean: Dead Men Tell No Tales,2017,https://boxd.it/5a9m,2.5
2020-10-04,Room,2015,https://boxd.it/7T0y,4
2020-10-04,The Descendants,2011,https://boxd.it/4Ba,2
2020-10-04,Star Wars: Episode I – The Phantom Menace,1999,https://boxd.it/27Vc,2
2020-10-04,Hansel & Gretel: Witch Hunters,2013,https://boxd.it/gmw,3.5
2020-10-04,Eat Pray Love,2010,https://boxd.it/16Cc,4
2020-10-04,Princess Protection Program,2009,https://boxd.it/1F5s,3
2020-10-04,Jennifer's Body,2009,https://boxd.it/1Efw,3
2020-10-04,Batman Begins,2005,https://boxd.it/2aIg,2.5
2020-10-04,Léon: The Professional,1994,https://boxd.it/2b8S,3.5
2020-11-03,The Last Airbender,2010,https://boxd.it/1WQK,5
2020-11-10,Mean Girls,2004,https://boxd.it/1VNg,3.5
2020-11-10,Midnight in Paris,2011,https://boxd.it/i4a,3.5
2020-11-10,The Hangover Part III,2013,https://boxd.it/3GNY,3
2020-11-10,The Hangover,2009,https://boxd.it/1GjK,3
2020-11-10,Serena,2014,https://boxd.it/56Lw,2
2020-11-10,Lemony Snicket's A Series of Unfortunate Events,2004,https://boxd.it/1T7s,3.5
2020-11-18,Barbie in The 12 Dancing Princesses,2006,https://boxd.it/1R34,5
2020-11-19,50 First Dates,2004,https://boxd.it/285c,4
2020-11-19,Murder Mystery,2019,https://boxd.it/iEBm,3
2020-11-19,Pixels,2015,https://boxd.it/7BaA,2.5
2020-11-19,Hotel Transylvania,2012,https://boxd.it/2DF6,3
2020-11-21,2001: A Space Odyssey,1968,https://boxd.it/2bf0,4
2020-11-21,Blue,1993,https://boxd.it/3iyA,3
2020-11-21,Coco,2017,https://boxd.it/bYJQ,3.5
2020-11-21,Man with a Movie Camera,1929,https://boxd.it/1u7s,4
2020-11-21,Get Out,2017,https://boxd.it/eOCm,4
2020-11-21,Pulp Fiction,1994,https://boxd.it/29Pq,4.5
2020-11-21,Django Unchained,2012,https://boxd.it/2cCk,3.5
2020-11-23,Grave of the Fireflies,1988,https://boxd.it/1RUM,3.5
2020-11-24,Shawn Mendes: In Wonder,2020,https://boxd.it/sgoe,3
2020-11-24,In the Heart of the Sea,2015,https://boxd.it/6avY,3
2020-11-25,Sunset Boulevard,1950,https://boxd.it/2a20,5
2020-11-25,Matilda,1996,https://boxd.it/1VhY,4
2020-11-25,Everybody’s Everything,2019,https://boxd.it/lbeu,3.5
2020-11-25,Alex Strangelove,2018,https://boxd.it/iwqA,1
2020-11-25,Tangled,2010,https://boxd.it/15gO,3.5
2020-11-25,The Parent Trap,1998,https://boxd.it/1XJq,3
2020-11-25,Toy Story,1995,https://boxd.it/29qA,3
2020-11-25,Akira,1988,https://boxd.it/2b1i,5
2020-11-25,We Are Your Friends,2015,https://boxd.it/9AlG,2
2020-11-26,Shawn Mendes: Live in Concert,2020,https://boxd.it/sS5Y,4
2020-11-26,Shawn Mendes: MTV Unplugged,2017,https://boxd.it/iEeM,4.5
2020-11-26,Shawn Mendes: Live at the Greek Theatre,2016,https://boxd.it/iLDk,4
2020-11-26,Shawn Mendes: Artist Spotlight Stories,2018,https://boxd.it/kasy,3.5
2020-11-26,Ice Age,2002,https://boxd.it/2apS,3.5
2020-11-29,The Sixth Sense,1999,https://boxd.it/29Js,2.5
2020-11-29,Lady in the Water,2006,https://boxd.it/1Y1E,3
2020-11-29,The Village,2004,https://boxd.it/21iS,4
2020-11-29,The Visit,2015,https://boxd.it/9ssO,4
2020-11-29,Pay It Forward,2000,https://boxd.it/1VJI,3
2020-11-30,The Suicide Shop,2012,https://boxd.it/3VE8,4
2020-12-01,The Time Traveler's Wife,2009,https://boxd.it/1xH4,3.5
2020-12-01,Chicken Run,2000,https://boxd.it/20Xg,3.5
2020-12-01,Maleficent: Mistress of Evil,2019,https://boxd.it/eSig,3
2020-12-01,2012,2009,https://boxd.it/1OE2,1
2020-12-01,Dawn of the Planet of the Apes,2014,https://boxd.it/3XyQ,4
2020-12-01,National Treasure,2004,https://boxd.it/27x0,3
2020-12-01,Season of the Witch,2011,https://boxd.it/1zJ2,2
2020-12-01,Flushed Away,2006,https://boxd.it/1Tpm,3
2020-12-01,A Bug's Life,1998,https://boxd.it/1Yyy,4
2020-12-01,Cars,2006,https://boxd.it/29ho,3
2020-12-01,Bruce Almighty,2003,https://boxd.it/2aCC,3
2020-12-01,Ghostbusters,1984,https://boxd.it/g2w,3
2020-12-01,Justin Bieber: Never Say Never,2011,https://boxd.it/u5E,3
2020-12-01,Superhero Movie,2008,https://boxd.it/1SM0,3.5
2020-12-01,The Exorcism of Emily Rose,2005,https://boxd.it/200I,3
2020-12-01,Wanted,2008,https://boxd.it/1ZBS,3.5
2020-12-01,Bridge to Terabithia,2007,https://boxd.it/28YG,3
2020-12-01,Spy Kids,2001,https://boxd.it/1Xcw,4
2020-12-01,Spy Kids 3-D: Game Over,2003,https://boxd.it/1S7w,3
2020-12-01,Spy Kids 2: The Island of Lost Dreams,2002,https://boxd.it/1Yyo,2.5
2020-12-01,The Lake House,2006,https://boxd.it/27yM,2.5
2020-12-01,Home on the Range,2004,https://boxd.it/1PB4,4
2020-12-01,Real Steel,2011,https://boxd.it/147m,3
2020-12-01,Despicable Me,2010,https://boxd.it/1DD8,2.5
2020-12-01,The War of the Worlds,1953,https://boxd.it/1Zta,2.5
2020-12-01,War of the Worlds,2005,https://boxd.it/2bde,4.5
2020-12-01,Orphan,2009,https://boxd.it/1CgM,3
2020-12-01,How to Train Your Dragon: The Hidden World,2019,https://boxd.it/5a9w,2.5
2020-12-01,The Crow,1994,https://boxd.it/1Yxq,3.5
2020-12-01,Monster House,2006,https://boxd.it/1Z2e,4
2020-12-01,Hocus Pocus,1993,https://boxd.it/1Wgi,5
2020-12-01,Zathura: A Space Adventure,2005,https://boxd.it/21mq,3
2020-12-01,Insidious,2010,https://boxd.it/H4k,3.5
2020-12-01,Journey to the Center of the Earth,2008,https://boxd.it/38EI,3
2020-12-01,Lilo & Stitch,2002,https://boxd.it/1TAY,2.5
2020-12-01,The Man from the Future,2011,https://boxd.it/2vkO,3.5
2020-12-01,"I, Robot",2004,https://boxd.it/27y8,4
2020-12-01,I Am Legend,2007,https://boxd.it/21DG,3.5
2020-12-01,Slumdog Millionaire,2008,https://boxd.it/1S3E,4
2020-12-02,The Polar Express,2004,https://boxd.it/23am,3.5
2020-12-02,Hillbilly Elegy,2020,https://boxd.it/lQmY,2
2020-12-02,Batman v Superman: Dawn of Justice,2016,https://boxd.it/6fBW,0.5
2020-12-02,Julie & Julia,2009,https://boxd.it/1wXg,2
2020-12-02,Leap Year,2010,https://boxd.it/1wdC,3
2020-12-02,The Wedding Date,2005,https://boxd.it/21h6,2.5
2020-12-02,Rango,2011,https://boxd.it/QPk,4
2020-12-02,Christine,1983,https://boxd.it/1ZRQ,3
2020-12-02,Vivarium,2019,https://boxd.it/gmVE,3
2020-12-02,Mary Poppins,1964,https://boxd.it/2aoA,1
2020-12-02,Booksmart,2019,https://boxd.it/igNS,4
2020-12-02,Wimbledon,2004,https://boxd.it/1T0m,3
2020-12-02,Letters to Juliet,2010,https://boxd.it/19aK,3.5
2020-12-02,The Darjeeling Limited,2007,https://boxd.it/24as,4
2020-12-02,Misery,1990,https://boxd.it/28gY,4
2020-12-02,Pet Sematary,1989,https://boxd.it/1ZBy,3
2020-12-02,Nosferatu,1922,https://boxd.it/29TM,4
2020-12-02,Magnolia,1999,https://boxd.it/2aze,4.5
2020-12-02,Nebraska,2013,https://boxd.it/4exq,3
2020-12-02,Black Mirror: San Junipero,2016,https://boxd.it/k4aS,3.5
2020-12-02,Someday This Pain Will Be Useful to You,2011,https://boxd.it/3gEc,3.5
2020-12-04,Breathless,1960,https://boxd.it/2aIK,4
2020-12-04,Babenco: Tell Me When I Die,2019,https://boxd.it/mRXy,4
2020-12-05,Mank,2020,https://boxd.it/mIuC,5
2020-12-05,Memento,2000,https://boxd.it/2bcK,4
2020-12-06,Red Eye,2005,https://boxd.it/1TNy,3
2020-12-07,Sabrina the Teenage Witch,1996,https://boxd.it/1LLu,3.5
2020-12-07,Perfume: The Story of a Murderer,2006,https://boxd.it/28LW,4
2020-12-07,Lucy,2014,https://boxd.it/75hu,3
2020-12-07,Brooklyn,2015,https://boxd.it/5bdk,4
2020-12-07,Loving Vincent,2017,https://boxd.it/biIQ,4
2020-12-07,Pompeii,2014,https://boxd.it/2E8W,2
2020-12-07,Erin Brockovich,2000,https://boxd.it/2al2,3
2020-12-07,Laurence Anyways,2012,https://boxd.it/3HQu,4
2020-12-07,My Hindu Friend,2015,https://boxd.it/cpNK,4
2020-12-08,The Clique,2008,https://boxd.it/1dOE,1
2020-12-08,To Write Love on Her Arms,2012,https://boxd.it/2C8g,2
2020-12-08,Still Alice,2014,https://boxd.it/8Nhq,3
2020-12-09,Abduction,2011,https://boxd.it/haG,0.5
2020-12-09,Fury,2014,https://boxd.it/6JwC,3.5
2020-12-09,The Perks of Being a Wallflower,2012,https://boxd.it/2ZA8,3
2020-12-09,Once Upon a Time… in Hollywood,2019,https://boxd.it/gH0O,3
2020-12-09,Mr. & Mrs. Smith,2005,https://boxd.it/29CG,2.5
2020-12-09,Interview with the Vampire,1994,https://boxd.it/29XO,4
2020-12-09,Emicida: AmarElo - It's All for Yesterday,2020,https://boxd.it/sLK6,4
2020-12-09,Kill Your Darlings,2013,https://boxd.it/4VRS,4
2020-12-09,The Arrival of a Train at La Ciotat,1897,https://boxd.it/2aZw,5
2020-12-09,Star Trek,2009,https://boxd.it/1Q6c,2
2020-12-09,The Twilight Saga: Breaking Dawn – Part 1,2011,https://boxd.it/DdM,1
2020-12-09,The Runaways,2010,https://boxd.it/1rsC,2
2020-12-09,The Maze Runner,2014,https://boxd.it/5YPM,3
2020-12-09,Enemy,2013,https://boxd.it/5xtO,4
2020-12-10,The Little Rascals,1994,https://boxd.it/1V8i,4
2020-12-10,Marie Antoinette,2006,https://boxd.it/27Wa,3.5
2020-12-10,What a Girl Wants,2003,https://boxd.it/1Vwa,1
2020-12-10,The Railway Man,2013,https://boxd.it/4aUK,2
2020-12-10,Dr. No,1962,https://boxd.it/29UU,3
2020-12-11,Ouija 3: The Charlie Charlie Challenge,2016,https://boxd.it/fime,2
2020-12-11,August Rush,2007,https://boxd.it/23kQ,4.5
2020-12-11,Arthur and the Invisibles,2006,https://boxd.it/1Xm2,2.5
2020-12-11,Senna,2010,https://boxd.it/kfE,4
2020-12-13,The Irishman,2019,https://boxd.it/dYOq,4
2020-12-13,Come and See,1985,https://boxd.it/1w9q,5
2020-12-21,Pretty in Pink,1986,https://boxd.it/1TEw,4
2020-12-27,The Mist,2007,https://boxd.it/22r2,4
2020-12-28,The Judge,2014,https://boxd.it/6aiU,3.5
2020-12-30,Minari,2020,https://boxd.it/mL9M,5
2020-12-30,Minha Vida em Marte,2018,https://boxd.it/kGnq,3
2020-12-31,Elektra,2005,https://boxd.it/1XsE,3.5
2020-12-31,Mommy,2014,https://boxd.it/7Uau,5
2020-12-31,The Act,2019,https://boxd.it/npHE,4
2020-12-31,Black Mirror: Playtest,2016,https://boxd.it/hRR6,3
2020-12-31,Ghostbusters,2016,https://boxd.it/Vm8,1
2020-12-31,Black Mirror: White Christmas,2014,https://boxd.it/B3qu,5
2020-12-31,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014,https://boxd.it/6uQM,1.5
2020-12-31,Black Mirror: The Waldo Moment,2013,https://boxd.it/hRpQ,2
2020-12-31,Black Mirror: Be Right Back,2013,https://boxd.it/hRpw,4
2020-12-31,Jack and Jill,2011,https://boxd.it/2pQu,1
2020-12-31,Super 8,2011,https://boxd.it/dVI,4
2020-12-31,The Hangover Part II,2011,https://boxd.it/PZI,3.5
2020-12-31,Bridesmaids,2011,https://boxd.it/rac,2.5
2020-12-31,Thor,2011,https://boxd.it/1WQU,3
2020-12-31,Rio,2011,https://boxd.it/NKc,3
2020-12-31,Diary of a Wimpy Kid: Rodrick Rules,2011,https://boxd.it/gm2,2
2020-12-31,16 Wishes,2010,https://boxd.it/12eU,3
2021-01-01,Cowboy Bebop,1998,https://boxd.it/ptES,5
2021-01-01,Angel's Egg,1985,https://boxd.it/1LeA,5
2021-01-02,Ghost in the Shell,1995,https://boxd.it/1YYc,5
2021-01-02,Aloha,2015,https://boxd.it/6BQk,0.5
2021-01-02,But I'm a Cheerleader,1999,https://boxd.it/1CW4,2.5
2021-01-02,We Can Be Heroes,2020,https://boxd.it/mLc2,1.5
2021-01-02,Velvet Buzzsaw,2019,https://boxd.it/gAy0,2
2021-01-02,Happy Death Day,2017,https://boxd.it/fDz4,3
2021-01-02,Atonement,2007,https://boxd.it/24ui,5
2021-01-03,Attack of the Killer Tomatoes!,1978,https://boxd.it/27fU,3.5
2021-01-03,The Apartment,1960,https://boxd.it/2aGE,5
2021-01-03,The Platform,2019,https://boxd.it/mUm6,3.5
2021-01-03,The Dark Knight Rises,2012,https://boxd.it/H3m,1
2021-01-03,Brave,2012,https://boxd.it/bVG,1.5
2021-01-03,Now Is Good,2012,https://boxd.it/3bFE,2.5
2021-01-05,"The Vampires or, The Arch Criminals of Paris",1915,https://boxd.it/1ofA,4
2021-01-07,The Lighthouse: A Dark & Stormy Tale,2020,https://boxd.it/p7bE,4
2021-01-12,Alvin and the Chipmunks: The Squeakquel,2009,https://boxd.it/1zgk,2
2021-01-14,Tooth Fairy,2010,https://boxd.it/1zKE,2
2021-01-29,Euphoria: F*ck Anyone Who’s Not a Sea Blob,2021,https://boxd.it/tMkU,5
2021-02-03,In the Mood for Love,2000,https://boxd.it/29tE,5
2021-02-03,The Little Things,2021,https://boxd.it/mdxU,1
2021-02-12,Faces,1968,https://boxd.it/29Ia,4
2021-02-12,Fear and Desire,1952,https://boxd.it/1WVq,3
2021-02-13,Thirteen,2003,https://boxd.it/1UPK,3
2021-02-16,The Mortal Instruments: City of Bones,2013,https://boxd.it/44va,2
2021-02-16,The Blind Side,2009,https://boxd.it/1zWg,1
2021-02-17,Palm Springs,2020,https://boxd.it/lCXQ,4
2021-02-18,To All the Boys: P.S. I Still Love You,2020,https://boxd.it/kJny,1
2021-02-18,To All the Boys I've Loved Before,2018,https://boxd.it/gHec,2.5
2021-02-18,Before Sunrise,1995,https://boxd.it/2bcU,5
2021-02-19,Before Sunset,2004,https://boxd.it/2bcg,5
2021-02-19,Fantastic Mr. Fox,2009,https://boxd.it/1WyQ,4.5
2021-02-22,The Cabinet of Dr. Caligari,1920,https://boxd.it/2aOo,4
2021-02-22,Fullmetal Alchemist,2003,https://boxd.it/py5S,5
2021-02-22,Hunter × Hunter Pilot,1998,https://boxd.it/lsoc,4
2021-02-23,Natascha: The Girl in the Cellar,2010,https://boxd.it/38M8,3
2021-02-24,Freaky Friday,2003,https://boxd.it/1WwK,4
2021-02-24,The Queen's Gambit,2020,https://boxd.it/s1Ym,4
2021-02-24,Black Mirror: Shut Up and Dance,2016,https://boxd.it/hRRq,3
2021-02-24,Anomalisa,2015,https://boxd.it/97TE,3.5
2021-02-24,Black Mirror: White Bear,2013,https://boxd.it/hRpG,3
2021-02-24,Black Mirror: The Entire History of You,2011,https://boxd.it/hQZ4,3.5
2021-02-24,Black Mirror: Fifteen Million Merits,2011,https://boxd.it/hQYU,3
2021-02-24,Mystic River,2003,https://boxd.it/2aAG,2.5
2021-02-24,A Short Film About Love,1988,https://boxd.it/1jXC,3
2021-02-25,M8 - When Death Rescues Life,2019,https://boxd.it/oe3q,1
2021-02-26,Cyborg 009 vs. Devilman,2015,https://boxd.it/dwBy,3.5
2021-02-26,Revolutionary Girl Utena: The Adolescence of Utena,1999,https://boxd.it/1EBM,3.5
2021-02-26,Ani*Kuri15,2007,https://boxd.it/7OxW,4
2021-02-26,Ghost in the Shell: Stand Alone Complex – Solid State Society,2006,https://boxd.it/1G9K,4
2021-02-26,Death Note,2006,https://boxd.it/psEs,4
2021-02-26,Berserk,1997,https://boxd.it/pzgM,5
2021-02-26,My Friend Dahmer,2017,https://boxd.it/fQ7W,1.5
2021-02-27,The Prom,2020,https://boxd.it/mAyG,0.5
2021-02-27,Violet & Daisy,2011,https://boxd.it/3df4,3
2021-02-27,Ghost Rider,2007,https://boxd.it/290M,2
2021-02-27,Fantastic Four: Rise of the Silver Surfer,2007,https://boxd.it/27Ii,4
2021-02-27,Some Kind of Beautiful,2014,https://boxd.it/7qWI,1
2021-02-27,The Virgin Spring,1960,https://boxd.it/1TjI,3
2021-02-27,Train to Busan,2016,https://boxd.it/dSQU,5
2021-02-27,Conversations with a Killer: The Ted Bundy Tapes,2019,https://boxd.it/lhay,4
2021-02-27,Chungking Express,1994,https://boxd.it/1UDa,5
2021-02-28,Notting Hill,1999,https://boxd.it/2aeK,3.5
2021-02-28,Somewhere in Time,1980,https://boxd.it/1JSy,4
2021-02-28,A Silent Voice,2016,https://boxd.it/d99c,1.5
